District,Number_of_Cases,Week_Start_Date,Year,Month,Week,Week_End_Date,Avg Max Temp (°C),Avg Min Temp (°C),Avg Apparent Max Temp (°C),Avg Apparent Min Temp (°C),Total Precipitation (mm),Avg Wind Speed (km/h),Max Wind Gusts (km/h),Avg Daylight Duration (hours)
Anuradhapura,9,2023-03-20,2023,3,12,2023-03-27,32.5625,23.425,39.55,28.15,28.9,10.325,32.8,12.13125
Anuradhapura,12,2023-03-27,2023,3,13,2023-04-03,33.6625,23.7875,40.2375,28.7,5.0,10.6,28.4,12.1916666666667
Anuradhapura,22,2023-04-03,2023,4,14,2023-04-10,33.1625,23.675,38.85,28.725,12.0,12.2875,36.0,12.2375
Anuradhapura,8,2023-04-10,2023,4,15,2023-04-17,34.3,24.1375,40.0625,29.375,2.9,13.1625,32.8,12.2916666666667
Anuradhapura,14,2023-04-17,2023,4,16,2023-04-24,34.3625,24.825,40.85,30.175,48.3,13.175,35.6,12.34375
Anuradhapura,22,2023-04-24,2023,4,17,2023-05-01,32.1125,24.2125,39.0625,29.6,100.2,12.0625,33.1,12.3895833333333
Anuradhapura,18,2023-05-01,2023,5,18,2023-05-08,30.325,24.175,36.4375,28.575,90.0,14.1875,39.2,12.4395833333333
Anuradhapura,10,2023-05-08,2023,5,19,2023-05-15,30.975,25.25,35.7125,28.95,21.3,21.55,56.2,12.48125
Anuradhapura,19,2023-05-15,2023,5,20,2023-05-22,32.5,25.3875,38.3375,29.7,9.0,19.475,45.4,12.5166666666667
Anuradhapura,37,2023-05-22,2023,5,21,2023-05-29,32.975,25.275,38.3875,29.375,11.7,19.3,41.8,12.5541666666667
Anuradhapura,48,2023-05-29,2023,5,22,2023-06-05,32.95,25.3125,37.8625,29.1125,14.3,21.325,47.2,12.5770833333333
Anuradhapura,38,2023-06-05,2023,6,23,2023-06-12,32.5875,25.6,36.4375,28.8,6.9,25.3,53.3,12.59375
Anuradhapura,37,2023-06-12,2023,6,24,2023-06-19,32.4,25.85,36.025,29.05,8.8,25.325,52.9,12.6041666666667
Anuradhapura,23,2023-06-19,2023,6,25,2023-06-26,32.275,25.3125,35.725,28.6,6.4,24.2625,54.4,12.6083333333333
Anuradhapura,13,2023-06-26,2023,6,26,2023-07-03,32.15,24.8,35.1,27.7375,18.7,25.1625,55.4,12.6020833333333
Anuradhapura,16,2023-07-03,2023,7,27,2023-07-10,31.525,25.05,34.2375,27.7625,10.2,24.9,70.9,12.5854166666667
Anuradhapura,12,2023-07-10,2023,7,28,2023-07-17,32.6625,25.125,35.925,28.3375,9.7,23.2625,51.5,12.575
Anuradhapura,15,2023-07-17,2023,7,29,2023-07-24,33.2375,25.825,35.425,28.2875,1.9,26.675,61.6,12.5395833333333
Anuradhapura,7,2023-07-24,2023,7,30,2023-07-31,34.3125,25.275,37.5,28.275,3.5,22.2875,56.9,12.50625
Anuradhapura,7,2023-07-31,2023,7,31,2023-08-07,35.4125,25.3375,38.725,28.1375,0.7,21.475,54.4,12.4666666666667
Anuradhapura,5,2023-08-07,2023,8,32,2023-08-14,35.0,25.0,38.725,28.2,18.8,20.5,47.2,12.43125
Anuradhapura,3,2023-08-14,2023,8,33,2023-08-21,34.6875,24.8375,37.3375,27.9375,1.3,22.5375,54.7,12.3875
Anuradhapura,1,2023-08-21,2023,8,34,2023-08-28,35.5375,25.1375,39.0,28.6625,6.2,19.975,46.8,12.3333333333333
Anuradhapura,10,2023-08-28,2023,8,35,2023-09-04,33.825,24.7,37.0875,27.775,49.1,23.6625,59.4,12.2791666666667
Anuradhapura,2,2023-09-04,2023,9,36,2023-09-11,31.6125,23.9,33.7875,26.35,20.4,27.6,64.1,12.23125
Anuradhapura,6,2023-09-11,2023,9,37,2023-09-18,33.15,24.6875,36.6125,27.625,25.1,24.3625,54.4,12.1770833333333
Anuradhapura,3,2023-09-18,2023,9,38,2023-09-25,33.0,24.2375,36.8125,27.5875,21.8,21.125,51.1,12.125
Anuradhapura,6,2023-09-25,2023,9,39,2023-10-02,31.5875,24.3,35.0875,27.4875,26.8,24.5375,54.4,12.0729166666667
Anuradhapura,1,2023-10-02,2023,10,40,2023-10-09,32.35,24.25,37.2125,27.85,49.5,18.525,52.2,12.0125
Anuradhapura,4,2023-10-09,2023,10,41,2023-10-16,31.4,23.5,36.8625,27.8625,101.2,15.3,41.0,11.9729166666667
Anuradhapura,4,2023-10-16,2023,10,42,2023-10-23,30.7625,23.0875,36.5875,27.45,107.2,12.5375,32.4,11.9208333333333
Anuradhapura,8,2023-10-23,2023,10,43,2023-10-30,31.5375,23.025,37.6125,27.7125,49.4,11.2625,40.0,11.8666666666667
Anuradhapura,8,2023-10-30,2023,10,44,2023-11-06,30.9125,23.025,37.45,27.9125,225.1,10.9625,32.8,11.8229166666667
Anuradhapura,13,2023-11-06,2023,11,45,2023-11-13,29.7125,23.0125,35.4,27.6375,113.9,13.6125,33.8,11.7791666666667
Anuradhapura,13,2023-11-13,2023,11,46,2023-11-20,29.65,22.9875,35.1875,27.8,121.7,10.4,30.2,11.7416666666667
Anuradhapura,9,2023-11-20,2023,11,47,2023-11-27,30.3875,23.2,36.0625,27.6875,94.8,13.0375,38.2,11.7041666666667
Anuradhapura,36,2023-11-27,2023,11,48,2023-12-04,28.6625,23.2375,33.0125,27.175,115.3,16.2375,41.4,11.675
Anuradhapura,28,2023-12-04,2023,12,49,2023-12-11,30.0125,23.3,35.7375,27.5125,72.3,13.8625,41.4,11.65625
Anuradhapura,17,2023-12-11,2023,12,50,2023-12-18,28.6,23.125,32.85,27.15,114.2,16.4875,42.5,11.64375
Anuradhapura,41,2023-12-18,2023,12,51,2023-12-25,28.975,23.1875,33.2375,27.35,55.2,17.1125,40.0,11.6375
Anuradhapura,41,2023-12-25,2023,12,52,2024-01-01,29.0,23.05,32.8,26.9375,31.2,19.6,51.5,11.6416666666667
Anuradhapura,8,2024-01-01,2024,1,1,2024-01-08,29.2625,23.0,34.25,27.2625,53.2,14.325,37.1,11.6520833333333
Anuradhapura,22,2024-01-08,2024,1,2,2024-01-15,28.7125,22.35,32.3125,25.85,51.5,17.4375,40.0,11.675
Anuradhapura,10,2024-01-15,2024,1,3,2024-01-22,29.45,21.8125,33.45,25.4375,6.9,14.175,35.6,11.7
Anuradhapura,14,2024-01-22,2024,1,4,2024-01-29,30.1375,21.6875,33.5125,24.9125,1.8,16.6875,43.2,11.7333333333333
Anuradhapura,11,2024-01-29,2024,1,5,2024-02-05,30.2,23.1375,35.05,27.3125,40.2,15.6125,43.2,11.775
Anuradhapura,45,2024-02-05,2024,2,6,2024-02-12,31.175,22.0125,34.775,25.425,0.9,17.925,43.9,11.8166666666667
Anuradhapura,15,2024-02-12,2024,2,7,2024-02-19,31.8,23.2,35.6625,27.025,5.1,19.5125,46.1,11.8604166666667
Anuradhapura,33,2024-02-19,2024,2,8,2024-02-26,33.4375,23.2375,37.75,27.3375,1.0,16.05,45.7,11.9145833333333
Anuradhapura,26,2024-02-26,2024,2,9,2024-03-04,33.3125,23.2375,36.5,27.4,0.9,18.15,45.7,11.9625
Anuradhapura,10,2024-03-04,2024,3,10,2024-03-11,34.4625,22.2625,38.3625,26.275,0.2,12.9125,37.4,12.0166666666667
Anuradhapura,14,2024-03-11,2024,3,11,2024-03-18,35.6,22.925,39.35,26.95,0.2,15.0125,39.2,12.075
Anuradhapura,5,2024-03-18,2024,3,12,2024-03-25,34.35,23.6875,38.925,28.3125,12.9,15.5,41.0,12.125
Anuradhapura,1,2024-03-25,2024,3,13,2024-04-01,35.0125,24.175,40.325,29.0375,31.4,13.5625,39.6,12.18125
Anuradhapura,6,2024-04-01,2024,4,14,2024-04-08,36.3125,24.7875,42.3625,30.55,9.6,12.05,32.0,12.2333333333333
Anuradhapura,2,2024-04-08,2024,4,15,2024-04-15,34.5875,24.8,39.725,30.1,27.4,16.9125,42.8,12.2833333333333
Anuradhapura,3,2024-04-15,2024,4,16,2024-04-22,35.3625,24.725,41.4375,29.8625,16.5,13.475,42.8,12.3375
Anuradhapura,3,2024-04-22,2024,4,17,2024-04-29,36.95,25.25,42.2875,31.1,11.2,11.575,36.4,12.38125
Anuradhapura,3,2024-04-29,2024,4,18,2024-05-06,36.425,26.025,42.8,31.35,14.3,16.3875,39.6,12.43125
Anuradhapura,3,2024-05-06,2024,5,19,2024-05-13,34.4375,25.225,41.4375,30.3375,90.5,13.3,41.4,12.4729166666667
Anuradhapura,2,2024-05-13,2024,5,20,2024-05-20,31.225,24.6,37.6625,29.6375,151.7,15.5,43.9,12.5083333333333
Anuradhapura,7,2024-05-20,2024,5,21,2024-05-27,29.925,24.9,33.325,28.0,69.3,28.75,66.2,12.5479166666667
Anuradhapura,4,2024-05-27,2024,5,22,2024-06-03,31.375,25.3,35.925,28.7125,16.4,24.7875,64.1,12.575
Anuradhapura,10,2024-06-03,2024,6,23,2024-06-10,30.9625,24.95,35.1625,28.2375,8.8,22.775,52.9,12.5895833333333
Anuradhapura,5,2024-06-10,2024,6,24,2024-06-17,31.8375,25.2875,35.7375,28.6375,3.2,24.45,54.0,12.6041666666667
Anuradhapura,2,2024-06-17,2024,6,25,2024-06-24,31.225,25.1625,34.425,28.1375,17.0,27.45,61.2,12.6041666666667
Anuradhapura,1,2024-06-24,2024,6,26,2024-07-01,31.125,25.2625,34.1,28.325,7.7,26.5625,70.2,12.6041666666667
Anuradhapura,13,2024-07-01,2024,7,27,2024-07-08,31.9125,25.2,35.4375,28.375,9.5,23.3125,50.4,12.5895833333333
Anuradhapura,11,2024-07-08,2024,7,28,2024-07-15,31.6875,25.2875,35.0625,28.5375,12.3,24.95,57.2,12.5770833333333
Anuradhapura,10,2024-07-15,2024,7,29,2024-07-22,31.8625,25.8,34.35,28.725,7.4,28.2,65.5,12.5458333333333
Anuradhapura,6,2024-07-22,2024,7,30,2024-07-29,33.6,25.7625,36.2875,29.0625,2.6,27.2375,66.6,12.5145833333333
Anuradhapura,8,2024-07-29,2024,7,31,2024-08-05,33.2875,25.2,36.5,28.6125,13.7,24.7,66.6,12.4729166666667
Anuradhapura,6,2024-08-05,2024,8,32,2024-08-12,33.7125,24.925,38.8625,28.7375,43.9,17.25,45.0,12.4354166666667
Anuradhapura,13,2024-08-12,2024,8,33,2024-08-19,31.675,24.45,36.5875,28.2,50.4,18.95,48.2,12.3958333333333
Anuradhapura,6,2024-08-19,2024,8,34,2024-08-26,31.0125,24.4875,34.55,27.5625,25.0,22.925,56.2,12.34375
Anuradhapura,4,2024-08-26,2024,8,35,2024-09-02,31.525,24.8875,34.85,27.6375,11.9,25.2,56.2,12.2854166666667
Anuradhapura,3,2024-09-02,2024,9,36,2024-09-09,31.975,25.15,35.025,28.0375,10.4,25.9,56.9,12.2395833333333
Anuradhapura,4,2024-09-09,2024,9,37,2024-09-16,33.0375,24.975,36.2,28.0,9.3,25.65,58.3,12.1854166666667
Anuradhapura,3,2024-09-16,2024,9,38,2024-09-23,33.8,25.0625,36.5875,27.8625,1.9,25.525,58.7,12.1333333333333
Anuradhapura,3,2024-09-23,2024,9,39,2024-09-30,33.9375,25.0375,37.9625,28.8625,25.7,21.475,58.7,12.0791666666667
Anuradhapura,3,2024-09-30,2024,9,40,2024-10-07,33.325,24.6125,37.9625,28.875,49.9,16.875,44.6,12.025
Anuradhapura,6,2024-10-07,2024,10,41,2024-10-14,30.3625,23.5625,34.5875,27.3375,68.4,17.3375,40.0,11.98125
Anuradhapura,5,2024-10-14,2024,10,42,2024-10-21,30.675,23.9,34.875,27.6875,26.5,17.95,45.4,11.9270833333333
Anuradhapura,8,2024-10-21,2024,10,43,2024-10-28,30.7625,23.5625,35.975,27.3375,82.4,17.5,46.4,11.8729166666667
Badulla,0,2007-01-01,2007,1,1,2007-01-08,23.6375,16.7625,26.1125,17.6375,1.1,8.125,36.7,11.7270833333333
Badulla,2,2007-01-08,2007,1,2,2007-01-15,23.3,19.45,26.0,21.75,27.2,13.4,42.5,11.74375
Badulla,2,2007-01-15,2007,1,3,2007-01-22,24.4625,18.0125,27.125,19.5125,1.0,12.275,39.6,11.76875
Badulla,1,2007-01-22,2007,1,4,2007-01-29,23.7625,18.4875,26.45,20.0625,31.4,12.3,43.6,11.7958333333333
Badulla,1,2007-01-29,2007,1,5,2007-02-05,24.425,18.0875,27.6375,19.7,6.2,11.9625,43.6,11.8291666666667
Badulla,1,2007-02-05,2007,2,6,2007-02-12,25.2875,17.4875,28.9,19.025,1.9,9.9625,37.4,11.8666666666667
Badulla,1,2007-02-12,2007,2,7,2007-02-19,26.375,18.8875,30.6,21.425,10.4,8.55,43.2,11.90625
Badulla,0,2007-02-19,2007,2,8,2007-02-26,24.6625,18.3375,27.625,19.9625,25.3,10.975,43.2,11.94375
Badulla,1,2007-02-26,2007,2,9,2007-03-05,26.825,18.0875,31.075,20.25,29.9,8.2125,33.5,11.9833333333333
Badulla,1,2007-03-05,2007,3,10,2007-03-12,27.2875,16.65,30.7,17.9375,2.1,9.2625,34.6,12.0291666666667
Badulla,1,2007-03-12,2007,3,11,2007-03-19,27.475,18.9625,31.125,21.3875,12.6,10.025,33.8,12.0770833333333
Badulla,1,2007-03-19,2007,3,12,2007-03-26,29.55,16.7,31.5125,18.15,0.7,9.3625,34.2,12.125
Badulla,0,2007-03-26,2007,3,13,2007-04-02,29.625,18.45,32.2375,20.3,11.8,10.0125,38.2,12.1708333333333
Badulla,1,2007-04-02,2007,4,14,2007-04-09,27.175,20.925,30.6625,24.3875,61.1,9.1125,38.5,12.2166666666667
Badulla,0,2007-04-09,2007,4,15,2007-04-16,25.375,20.5,29.6875,23.8625,182.9,6.625,34.6,12.2583333333333
Badulla,0,2007-04-16,2007,4,16,2007-04-23,27.4875,19.75,33.0375,22.7,44.8,6.5125,29.9,12.3
Badulla,0,2007-04-23,2007,4,17,2007-04-30,27.65,20.025,33.5125,23.025,71.4,6.6,25.9,12.3354166666667
Badulla,0,2007-04-30,2007,4,18,2007-05-07,28.7875,20.5625,34.05,23.4,33.7,10.3875,40.0,12.3854166666667
Badulla,0,2007-05-07,2007,5,19,2007-05-14,30.125,21.35,34.15,23.5875,8.2,16.5125,50.4,12.4145833333333
Badulla,1,2007-05-14,2007,5,20,2007-05-21,30.7625,19.8375,34.25,21.275,10.6,13.6625,41.0,12.45
Badulla,2,2007-05-21,2007,5,21,2007-05-28,29.2125,21.1125,33.9875,23.9125,14.6,10.15,46.4,12.475
Badulla,1,2007-05-28,2007,5,22,2007-06-04,29.6625,20.7125,34.2875,23.2375,15.9,9.0625,46.4,12.5
Badulla,0,2007-06-04,2007,6,23,2007-06-11,29.825,21.3,33.5375,23.9,31.8,13.775,50.8,12.5145833333333
Badulla,0,2007-06-11,2007,6,24,2007-06-18,27.8875,21.8375,30.8375,24.475,37.7,12.9625,56.2,12.525
Badulla,1,2007-06-18,2007,6,25,2007-06-25,27.6125,21.2125,30.3875,23.8125,63.0,12.825,71.3,12.5291666666667
Badulla,0,2007-06-25,2007,6,26,2007-07-02,29.35,20.65,32.675,22.9,22.3,12.8875,48.2,12.525
Badulla,2,2007-07-02,2007,7,27,2007-07-09,29.9375,21.35,31.925,23.2625,5.7,16.0,55.4,12.5125
Badulla,1,2007-07-09,2007,7,28,2007-07-16,30.525,21.3875,32.25,23.05,4.1,17.6375,55.8,12.5
Badulla,1,2007-07-16,2007,7,29,2007-07-23,28.1375,21.5,30.9375,24.1875,64.3,12.05,49.0,12.4770833333333
Badulla,4,2007-07-23,2007,7,30,2007-07-30,27.45,20.5625,30.65,22.925,41.4,11.225,44.6,12.4479166666667
Badulla,1,2007-07-30,2007,7,31,2007-08-06,29.125,20.0375,30.9375,21.7875,1.0,15.7875,50.8,12.41875
Badulla,3,2007-08-06,2007,8,32,2007-08-13,30.7875,20.8,32.6,22.45,3.7,15.5125,47.9,12.3875
Badulla,1,2007-08-13,2007,8,33,2007-08-20,31.2875,20.8625,33.325,22.55,2.7,13.3625,49.3,12.3479166666667
Badulla,1,2007-08-20,2007,8,34,2007-08-27,30.4125,21.4625,32.7625,23.5875,6.6,13.7,48.6,12.3
Badulla,3,2007-08-27,2007,8,35,2007-09-03,28.6125,20.9375,31.025,22.9125,32.4,15.2375,53.6,12.2625
Badulla,1,2007-09-03,2007,9,36,2007-09-10,28.525,21.1375,32.2,23.7375,59.1,11.3375,45.4,12.2166666666667
Badulla,7,2007-09-10,2007,9,37,2007-09-17,27.9125,20.7125,31.2125,22.875,7.0,15.0625,65.9,12.175
Badulla,1,2007-09-17,2007,9,38,2007-09-24,29.125,21.725,30.725,23.4625,3.6,18.425,65.9,12.1291666666667
Badulla,3,2007-09-24,2007,9,39,2007-10-01,30.425,20.875,32.625,22.7625,5.3,13.9125,59.4,12.0875
Badulla,5,2007-10-01,2007,10,40,2007-10-08,30.0,21.2625,31.35,22.875,16.5,17.825,59.4,12.0375
Badulla,0,2007-10-08,2007,10,41,2007-10-15,27.95,20.5375,31.8875,22.9625,42.1,9.4375,54.4,12.0020833333333
Badulla,2,2007-10-15,2007,10,42,2007-10-22,25.525,20.175,29.425,23.0125,115.7,8.1125,38.2,11.9541666666667
Badulla,2,2007-10-22,2007,10,43,2007-10-29,26.45,19.8875,30.3875,22.6125,135.7,9.2375,61.9,11.9145833333333
Badulla,1,2007-10-29,2007,10,44,2007-11-05,26.1125,20.05,30.2125,22.85,116.3,7.6875,61.9,11.875
Badulla,3,2007-11-05,2007,11,45,2007-11-12,25.7625,19.7125,30.1625,22.5125,140.1,4.9125,26.6,11.8354166666667
Badulla,2,2007-11-12,2007,11,46,2007-11-19,25.6125,18.45,29.6625,20.45,48.1,5.65,26.6,11.8020833333333
Badulla,0,2007-11-19,2007,11,47,2007-11-26,25.0,19.575,29.0875,22.3,54.7,7.7625,35.3,11.775
Badulla,2,2007-11-26,2007,11,48,2007-12-03,24.875,18.1875,27.975,19.8375,14.8,9.8,37.1,11.7520833333333
Badulla,6,2007-12-03,2007,12,49,2007-12-10,23.8875,18.825,26.625,20.6125,11.4,14.2625,46.8,11.7333333333333
Badulla,1,2007-12-10,2007,12,50,2007-12-17,23.5625,19.75,26.7625,22.2625,75.3,8.875,33.8,11.71875
Badulla,3,2007-12-17,2007,12,51,2007-12-24,24.05,19.75,27.525,22.6,79.9,8.925,40.0,11.7166666666667
Badulla,5,2007-12-24,2007,12,52,2007-12-31,24.725,17.1,27.975,18.5,6.2,5.725,23.4,11.7208333333333
Badulla,1,2007-12-31,2007,12,1,2008-01-07,23.225,18.775,26.2125,20.7375,44.2,8.95,38.9,11.7291666666667
Badulla,3,2008-01-07,2008,1,2,2008-01-14,22.975,19.4125,26.05,21.8625,41.6,10.5125,37.1,11.7416666666667
Badulla,2,2008-01-14,2008,1,3,2008-01-21,24.2375,17.525,27.15,18.575,12.5,9.7875,39.6,11.7645833333333
Badulla,1,2008-01-21,2008,1,4,2008-01-28,25.25,18.575,29.4,20.7,26.3,8.25,40.3,11.7916666666667
Badulla,3,2008-01-28,2008,1,5,2008-02-04,25.9875,18.925,29.9125,21.2625,12.4,7.425,32.8,11.8229166666667
Badulla,0,2008-02-04,2008,2,6,2008-02-11,25.3375,19.1875,29.35,21.8,43.3,8.775,31.0,11.8583333333333
Badulla,1,2008-02-11,2008,2,7,2008-02-18,25.275,19.325,29.075,21.6625,10.4,12.1625,42.1,11.9
Badulla,0,2008-02-18,2008,2,8,2008-02-25,25.2625,17.0125,28.7375,18.125,6.1,8.2125,29.5,11.9375
Badulla,0,2008-02-25,2008,2,9,2008-03-03,24.8875,17.35,28.375,19.175,52.1,9.2875,39.6,11.975
Badulla,2,2008-03-03,2008,3,10,2008-03-10,24.625,18.9125,28.45,21.1625,95.1,8.6625,39.6,12.0229166666667
Badulla,0,2008-03-10,2008,3,11,2008-03-17,24.5375,19.625,29.0,22.55,139.4,9.5125,35.6,12.0729166666667
Badulla,1,2008-03-17,2008,3,12,2008-03-24,26.1,19.875,30.3,22.7875,55.1,9.325,37.8,12.1166666666667
Badulla,2,2008-03-24,2008,3,13,2008-03-31,26.975,19.4625,32.3625,22.25,35.4,6.0875,26.6,12.1645833333333
Badulla,1,2008-03-31,2008,3,14,2008-04-07,26.4625,19.2375,31.3875,21.9,72.2,7.525,36.7,12.20625
Badulla,0,2008-04-07,2008,4,15,2008-04-14,25.7625,19.9125,30.4625,22.85,102.8,7.9375,36.7,12.25
Badulla,4,2008-04-14,2008,4,16,2008-04-21,27.5625,19.1375,32.7875,21.775,44.5,6.5625,28.8,12.29375
Badulla,8,2008-04-21,2008,4,17,2008-04-28,27.9,19.75,32.5125,22.3125,54.0,7.9375,41.4,12.3270833333333
Badulla,0,2008-04-28,2008,4,18,2008-05-05,29.3875,20.975,33.4875,23.1625,13.5,14.3125,41.4,12.375
Badulla,2,2008-05-05,2008,5,19,2008-05-12,29.4,20.4,33.2875,22.6125,10.9,12.6125,38.2,12.4104166666667
Badulla,2,2008-05-12,2008,5,20,2008-05-19,30.25,20.825,33.4125,22.7625,10.5,14.9625,43.9,12.4458333333333
Badulla,0,2008-05-19,2008,5,21,2008-05-26,29.7625,20.5875,33.525,22.975,29.2,10.85,32.4,12.4729166666667
Badulla,2,2008-05-26,2008,5,22,2008-06-02,29.3625,20.6875,33.075,23.1625,40.4,12.525,41.0,12.4958333333333
Badulla,0,2008-06-02,2008,6,23,2008-06-09,28.65,20.825,32.6625,23.5375,59.4,9.7625,50.0,12.5125
Badulla,1,2008-06-09,2008,6,24,2008-06-16,29.2375,20.6125,31.75,22.7375,26.1,12.975,45.4,12.5229166666667
Badulla,1,2008-06-16,2008,6,25,2008-06-23,30.1875,20.2875,32.7,22.0125,13.9,15.1125,53.3,12.5270833333333
Badulla,2,2008-06-23,2008,6,26,2008-06-30,30.1375,20.6,32.2875,22.3875,4.8,15.3375,53.3,12.525
Badulla,2,2008-06-30,2008,6,27,2008-07-07,30.5,20.925,33.4125,22.9625,12.0,13.1375,49.0,12.5166666666667
Badulla,4,2008-07-07,2008,7,28,2008-07-14,30.9375,20.75,33.125,22.5125,5.7,14.2375,49.0,12.50625
Badulla,2,2008-07-14,2008,7,29,2008-07-21,29.3125,21.4,31.7875,23.375,34.2,15.0625,55.1,12.48125
Badulla,3,2008-07-21,2008,7,30,2008-07-28,28.5625,20.975,30.8,22.85,20.2,16.7625,63.0,12.4520833333333
Badulla,1,2008-07-28,2008,7,31,2008-08-04,29.775,20.675,32.4125,22.5,20.8,13.4125,63.0,12.4229166666667
Badulla,2,2008-08-04,2008,8,32,2008-08-11,30.975,20.575,32.4,21.8125,4.1,16.4,60.1,12.3958333333333
Badulla,2,2008-08-11,2008,8,33,2008-08-18,30.1625,20.7125,32.6875,22.4375,19.4,12.775,47.9,12.35625
Badulla,3,2008-08-18,2008,8,34,2008-08-25,30.2375,20.2375,33.1375,22.0875,41.5,12.975,46.1,12.3104166666667
Badulla,2,2008-08-25,2008,8,35,2008-09-01,26.9875,19.95,31.0875,22.375,96.5,10.75,46.4,12.2708333333333
Badulla,2,2008-09-01,2008,9,36,2008-09-08,27.1875,19.4625,31.05,21.5875,10.3,11.6375,47.9,12.2270833333333
Badulla,2,2008-09-08,2008,9,37,2008-09-15,28.425,19.8375,31.35,21.5875,4.3,15.8625,64.4,12.1791666666667
Badulla,2,2008-09-15,2008,9,38,2008-09-22,29.75,18.4125,33.0,19.8,1.1,11.325,42.5,12.1354166666667
Badulla,3,2008-09-22,2008,9,39,2008-09-29,29.9,19.225,33.25,21.05,2.2,11.5625,52.2,12.0916666666667
Badulla,0,2008-09-29,2008,9,40,2008-10-06,29.0875,19.325,33.25,21.5375,43.2,7.6375,30.6,12.05
Badulla,0,2008-10-06,2008,10,41,2008-10-13,26.6125,19.8625,30.825,22.8125,80.0,8.275,30.2,12.0041666666667
Badulla,3,2008-10-13,2008,10,42,2008-10-20,25.9125,20.425,30.4375,23.9375,101.3,8.25,29.9,11.9604166666667
Badulla,1,2008-10-20,2008,10,43,2008-10-27,26.925,20.7,29.95,23.1625,36.5,15.0375,50.8,11.91875
Badulla,1,2008-10-27,2008,10,44,2008-11-03,26.7125,18.9625,30.3,21.1,13.3,6.525,35.6,11.88125
Badulla,3,2008-11-03,2008,11,45,2008-11-10,26.8875,19.3625,30.125,22.0375,20.6,5.4125,32.4,11.8416666666667
Badulla,2,2008-11-10,2008,11,46,2008-11-17,25.9875,19.4875,30.0125,22.1375,159.6,5.9625,32.4,11.80625
Badulla,3,2008-11-17,2008,11,47,2008-11-24,24.8125,20.1625,28.675,23.1875,67.4,7.6,36.7,11.7791666666667
Badulla,6,2008-11-24,2008,11,48,2008-12-01,25.95,20.2125,29.4,22.8875,93.9,11.2125,52.9,11.75625
Badulla,0,2008-12-01,2008,12,49,2008-12-08,24.3625,19.2875,28.25,21.875,138.4,6.5875,29.9,11.7375
Badulla,1,2008-12-08,2008,12,50,2008-12-15,24.6375,19.4125,28.4125,22.1,57.9,8.5625,32.8,11.7229166666667
Badulla,1,2008-12-15,2008,12,51,2008-12-22,23.7375,19.2,26.6375,21.3875,76.1,11.2625,42.8,11.7145833333333
Badulla,1,2008-12-22,2008,12,52,2008-12-29,24.0625,17.9875,26.9875,19.525,2.6,9.0875,33.1,11.7145833333333
Badulla,1,2008-12-29,2008,12,1,2009-01-05,24.0625,17.0625,26.375,17.85,0.2,7.8625,29.2,11.7270833333333
Badulla,1,2009-01-05,2009,1,2,2009-01-12,23.325,18.5625,26.225,20.4125,40.4,10.775,40.7,11.7395833333333
Badulla,4,2009-01-12,2009,1,3,2009-01-19,23.525,17.675,25.9875,18.8375,3.8,13.4375,47.2,11.7604166666667
Badulla,3,2009-01-19,2009,1,4,2009-01-26,23.8125,17.875,26.6875,19.2375,26.7,9.35,30.2,11.7875
Badulla,2,2009-01-26,2009,1,5,2009-02-02,25.325,17.3375,29.2125,18.7125,6.3,9.5875,35.3,11.81875
Badulla,2,2009-02-02,2009,2,6,2009-02-09,24.7125,16.5125,27.3625,17.0125,0.0,7.725,29.9,11.85
Badulla,3,2009-02-09,2009,2,7,2009-02-16,25.875,16.625,28.825,17.4125,1.3,7.7375,27.0,11.89375
Badulla,0,2009-02-16,2009,2,8,2009-02-23,25.8375,18.9125,29.05,20.7875,9.2,11.05,41.4,11.93125
Badulla,1,2009-02-23,2009,2,9,2009-03-02,28.475,17.6625,31.5375,19.575,9.7,11.2625,42.5,11.96875
Badulla,2,2009-03-02,2009,3,10,2009-03-09,28.375,17.3625,30.5375,18.5,62.5,10.325,42.5,12.0125
Badulla,1,2009-03-09,2009,3,11,2009-03-16,26.1,19.3625,30.9375,22.1125,98.8,8.5875,32.8,12.0645833333333
Badulla,0,2009-03-16,2009,3,12,2009-03-23,27.1125,18.975,31.7,21.675,18.2,7.0875,29.5,12.1020833333333
Badulla,2,2009-03-23,2009,3,13,2009-03-30,26.8875,19.5875,31.8875,22.6375,71.2,8.0125,29.5,12.15
Badulla,0,2009-03-30,2009,3,14,2009-04-06,26.9,19.95,31.675,22.9125,40.3,9.7125,36.4,12.1979166666667
Badulla,0,2009-04-06,2009,4,15,2009-04-13,26.4875,20.35,31.3,23.575,69.9,7.3,33.1,12.2416666666667
Badulla,4,2009-04-13,2009,4,16,2009-04-20,29.3,20.075,34.1125,22.525,6.6,9.2,28.1,12.2875
Badulla,2,2009-04-20,2009,4,17,2009-04-27,28.925,20.7125,34.0875,23.5125,19.2,7.7125,29.5,12.31875
Badulla,6,2009-04-27,2009,4,18,2009-05-04,29.95,20.4625,34.025,23.1375,9.9,9.2375,37.4,12.3666666666667
Badulla,3,2009-05-04,2009,5,19,2009-05-11,30.675,20.8,34.6625,23.4,7.9,9.025,33.8,12.4041666666667
Badulla,1,2009-05-11,2009,5,20,2009-05-18,31.95,22.1875,35.475,24.875,12.6,10.525,35.6,12.4354166666667
