Year,Week,Week Start Date,Week End Date,Avg Max Temp (°C),Avg Min Temp (°C),Avg Apparent Max Temp (°C),Avg Apparent Min Temp (°C),Total Precipitation (mm),Total Rain (mm),Avg Wind Speed (km/h),Max Wind Gusts (km/h),Weather Code,Avg Daylight Duration (hours),Avg Sunrise Time,Avg Sunset Time,District
2008,40,2008-09-29,2008-10-06,31.025,26.500000000000004,34.237500000000004,29.05,0.5,0.5,23.6875,46.8,1,12.027083333333334,05:58,17:59,Mannar
2008,40,2008-09-29,2008-10-06,31.65,21.5125,35.37500000000001,24.175,3.8,3.8,10.637500000000005,46.1,51,12.041666666666666,05:55,17:57,Matale
2008,40,2008-09-29,2008-10-06,29.9625,25.025,35.0375,29.1375,2.4,2.4,17.6625,41.0,51,12.058333333333332,05:54,17:58,Matara
2008,40,2008-09-29,2008-10-06,33.550000000000004,22.15,38.8625,25.58750000000001,9.2,9.2,9.2375,32.4,1,12.045833333333333,05:51,17:54,Monaragala
2008,40,2008-09-29,2008-10-06,33.2375,25.6125,38.55,28.9375,8.299999999999999,8.299999999999999,15.65,32.8,1,12.022916666666667,05:54,17:56,Mullaitivu
2008,40,2008-09-29,2008-10-06,21.9875,14.0875,24.4,14.5,43.900000000000006,43.900000000000006,6.450000000000001,35.3,51,12.047916666666666,05:54,17:57,NuwaraEliya
2008,40,2008-09-29,2008-10-06,35.675,24.525,38.9125,27.537500000000005,10.0,10.0,13.2125,46.1,1,12.039583333333333,05:53,17:55,Polonnaruwa
2008,40,2008-09-29,2008-10-06,30.2625,25.6,35.362500000000004,30.137500000000003,2.6,2.6,15.5,39.6,2,12.041666666666666,05:58,18:00,Puttalam
2008,40,2008-09-29,2008-10-06,29.15,21.3375,34.2625,24.725,5.999999999999999,5.999999999999999,12.6125,32.8,2,12.052083333333332,05:55,17:59,Ratnapura
2008,40,2008-09-29,2008-10-06,32.85,25.4625,38.15,28.5375,18.200000000000003,18.200000000000003,17.475,34.6,51,12.033333333333331,05:53,17:55,Trincomalee
2008,40,2008-09-29,2008-10-06,34.9875,24.5875,37.8625,28.162500000000005,3.8,3.8,14.224999999999998,44.6,51,12.033333333333331,05:55,17:57,Vavuniya
2008,41,2008-10-06,2008-10-13,30.1625,24.3375,35.4625,29.15,33.4,33.4,12.5875,38.9,51,11.997916666666669,05:50,17:49,Ampara
2008,41,2008-10-06,2008-10-13,32.25,24.125000000000004,37.4875,28.6875,47.8,47.8,10.9875,33.8,63,11.9875,05:55,17:54,Anuradhapura
2008,41,2008-10-06,2008-10-13,26.6125,19.8625,30.825,22.8125,80.0,80.0,8.275,30.2,63,12.004166666666666,05:52,17:52,Badulla
2008,41,2008-10-06,2008-10-13,30.775,24.7,35.7375,29.5625,38.5,38.5,15.1,32.8,51,12.0,05:50,17:50,Batticaloa
2008,41,2008-10-06,2008-10-13,29.837499999999995,23.9,35.8625,28.6875,74.4,74.4,11.7,31.0,63,12.002083333333331,05:57,17:57,Colombo
2008,41,2008-10-06,2008-10-13,29.45,24.65,36.25,29.6625,85.5,85.5,11.3625,30.2,63,12.01875,05:55,17:56,Galle
2008,41,2008-10-06,2008-10-13,29.85,23.7375,36.1625,28.500000000000004,78.3,78.3,10.625,32.4,63,12.002083333333331,05:56,17:56,Gampaha
2008,41,2008-10-06,2008-10-13,30.4125,24.65,35.95,29.6125,74.10000000000001,74.10000000000001,12.675,35.6,63,12.016666666666667,05:51,17:52,Hambantota
2008,41,2008-10-06,2008-10-13,30.375,26.325000000000003,35.05,29.775,45.2,45.2,21.1125,34.6,51,11.958333333333334,05:58,17:55,Jaffna
2008,41,2008-10-06,2008-10-13,28.975,23.825000000000003,35.1125,28.4625,74.4,74.4,11.7,31.0,63,12.0125,05:56,17:56,Kaluthara
2008,41,2008-10-06,2008-10-13,28.262500000000003,21.0375,33.3375,24.7375,195.9,195.9,7.362499999999999,32.0,63,12.002083333333331,05:54,17:54,Kandy
2008,41,2008-10-06,2008-10-13,28.65,21.475,34.2375,25.2,112.3,112.3,8.4625,31.3,61,12.004166666666666,05:55,17:55,Kegalle
2008,41,2008-10-06,2008-10-13,32.45,25.7125,37.15,29.825000000000003,36.3,36.3,15.4375,34.2,2,11.966666666666669,05:56,17:54,Kilinochchi
2008,41,2008-10-06,2008-10-13,30.6125,22.5375,36.6,26.8375,108.8,108.8,9.175,32.4,61,11.997916666666669,05:55,17:55,Kurunegala
2008,41,2008-10-06,2008-10-13,30.6875,25.875,35.4625,29.625,45.5,45.5,18.075000000000003,37.1,63,11.972916666666668,05:57,17:56,Mannar
2008,41,2008-10-06,2008-10-13,29.875,21.887500000000003,34.9625,25.8625,64.30000000000001,64.30000000000001,7.25,35.6,53,11.995833333333334,05:54,17:54,Matale
2008,41,2008-10-06,2008-10-13,29.0875,24.225,35.43750000000001,29.15,85.5,85.5,11.3625,30.2,63,12.020833333333334,05:53,17:55,Matara
2008,41,2008-10-06,2008-10-13,30.437500000000004,22.0125,35.9375,25.9875,44.6,44.6,9.9125,34.9,51,12.008333333333333,05:51,17:51,Monaragala
2008,41,2008-10-06,2008-10-13,30.8875,25.1,36.6,29.5625,41.2,41.2,14.574999999999998,32.8,51,11.975,05:54,17:52,Mullaitivu
2008,41,2008-10-06,2008-10-13,20.7125,14.65,23.575000000000003,15.8125,133.0,133.0,5.5375,30.6,63,12.004166666666666,05:53,17:53,NuwaraEliya
2008,41,2008-10-06,2008-10-13,32.3,23.975,37.55,28.75,27.4,27.4,11.0375,32.4,53,11.9875,05:53,17:52,Polonnaruwa
2008,41,2008-10-06,2008-10-13,30.05,25.075000000000003,36.6375,29.9875,79.9,79.9,11.1,33.1,61,11.9875,05:57,17:57,Puttalam
2008,41,2008-10-06,2008-10-13,28.875,22.125,35.2125,26.5,106.3,106.3,10.3375,28.4,63,12.010416666666666,05:55,17:55,Ratnapura
2008,41,2008-10-06,2008-10-13,30.125000000000004,25.2375,36.25,29.8625,41.7,41.7,15.85,32.4,1,11.98125,05:52,17:51,Trincomalee
2008,41,2008-10-06,2008-10-13,32.5375,24.375,37.4125,28.925,51.60000000000001,51.60000000000001,10.7375,32.0,63,11.983333333333334,05:55,17:54,Vavuniya
2008,42,2008-10-13,2008-10-20,28.725,24.0,34.362500000000004,29.075,71.3,71.3,11.3625,32.4,63,11.95625,05:49,17:46,Ampara
2008,42,2008-10-13,2008-10-20,30.525,23.65,36.1625,28.5375,120.0,120.0,11.562499999999998,34.2,63,11.935416666666669,05:55,17:51,Anuradhapura
2008,42,2008-10-13,2008-10-20,25.9125,20.425,30.4375,23.9375,101.3,101.3,8.25,29.9,63,11.960416666666667,05:52,17:49,Badulla
2008,42,2008-10-13,2008-10-20,29.1125,24.4875,34.85,29.45,86.3,86.3,13.7125,30.2,63,11.94375,05:50,17:46,Batticaloa
2008,42,2008-10-13,2008-10-20,29.3625,24.175,35.7,29.1125,192.3,192.3,10.625,29.2,63,11.96875,05:56,17:54,Colombo
2008,42,2008-10-13,2008-10-20,29.5875,24.575,36.28750000000001,29.4125,141.9,141.9,12.825,32.8,63,11.98125,05:54,17:53,Galle
2008,42,2008-10-13,2008-10-20,29.3625,23.9625,35.75,28.950000000000003,264.5,264.5,9.2375,25.9,63,11.964583333333334,05:56,17:53,Gampaha
2008,42,2008-10-13,2008-10-20,28.9125,24.65,35.075,29.775,110.9,110.9,11.725,27.4,63,11.98125,05:51,17:49,Hambantota
2008,42,2008-10-13,2008-10-20,28.325,25.25,33.55,29.0,139.5,139.5,18.7625,33.8,61,11.9,05:58,17:52,Jaffna
2008,42,2008-10-13,2008-10-20,28.787500000000005,24.112500000000004,34.975,28.9125,192.3,192.3,10.625,29.2,63,11.964583333333334,05:56,17:53,Kaluthara
2008,42,2008-10-13,2008-10-20,26.9375,21.25,32.587500000000006,25.2125,404.1,404.1,5.8125,28.8,65,11.952083333333334,05:54,17:51,Kandy
2008,42,2008-10-13,2008-10-20,27.875,21.8625,33.475,25.9,331.1,331.1,7.4,24.1,65,11.954166666666667,05:55,17:52,Kegalle
2008,42,2008-10-13,2008-10-20,29.099999999999994,24.625,34.737500000000004,28.9125,110.3,110.3,15.525,34.6,61,11.910416666666666,05:56,17:50,Kilinochchi
2008,42,2008-10-13,2008-10-20,29.4375,22.7875,35.9625,27.4375,317.1,317.1,7.2,24.8,63,11.95,05:55,17:52,Kurunegala
2008,42,2008-10-13,2008-10-20,29.3625,24.725,34.8,28.7,119.9,119.9,15.287499999999998,30.2,63,11.91875,05:57,17:52,Mannar
2008,42,2008-10-13,2008-10-20,27.950000000000003,21.925,33.224999999999994,26.3375,89.69999999999999,89.69999999999999,8.7625,35.6,63,11.95,05:54,17:51,Matale
2008,42,2008-10-13,2008-10-20,28.437500000000004,24.4,34.9,29.2375,141.9,141.9,12.825,32.8,63,11.9875,05:53,17:52,Matara
2008,42,2008-10-13,2008-10-20,28.7375,22.3125,34.4,26.575000000000003,109.0,109.0,8.799999999999999,29.5,63,11.9625,05:50,17:48,Monaragala
2008,42,2008-10-13,2008-10-20,28.8375,24.312500000000004,34.474999999999994,28.95,117.8,117.8,14.0,34.2,63,11.916666666666668,05:54,17:49,Mullaitivu
2008,42,2008-10-13,2008-10-20,20.937500000000004,15.4375,23.6375,16.849999999999998,187.5,187.5,5.7375,30.6,63,11.964583333333334,05:53,17:50,NuwaraEliya
2008,42,2008-10-13,2008-10-20,30.0,23.625000000000004,36.0875,28.5,90.6,90.6,11.525,33.1,63,11.935416666666669,05:53,17:49,Polonnaruwa
2008,42,2008-10-13,2008-10-20,29.7625,24.637500000000003,36.72500000000001,29.675,287.6,287.6,8.3,28.1,63,11.94375,05:57,17:53,Puttalam
2008,42,2008-10-13,2008-10-20,28.7375,22.762500000000003,35.0,27.3875,192.1,192.1,9.6375,29.2,63,11.960416666666667,05:55,17:52,Ratnapura
2008,42,2008-10-13,2008-10-20,28.487500000000004,24.6625,34.1375,29.3625,110.0,110.0,14.8125,32.4,61,11.933333333333335,05:52,17:48,Trincomalee
2008,42,2008-10-13,2008-10-20,29.7875,23.349999999999994,35.49999999999999,28.15,109.4,109.4,11.6625,32.4,63,11.925,05:55,17:50,Vavuniya
2008,43,2008-10-20,2008-10-27,30.024999999999995,24.737500000000004,35.825,28.5375,48.3,48.3,14.05,50.8,61,11.908333333333337,05:49,17:44,Ampara
2008,43,2008-10-20,2008-10-27,28.475,23.85,31.925,26.9625,54.7,54.7,21.2375,58.0,51,11.883333333333333,05:55,17:48,Anuradhapura
2008,43,2008-10-20,2008-10-27,26.925000000000004,20.7,29.95,23.1625,36.50000000000001,36.50000000000001,15.0375,50.8,51,11.91875,05:52,17:47,Badulla
2008,43,2008-10-20,2008-10-27,30.4375,25.075,36.82500000000001,29.7375,37.2,37.2,14.35,34.9,51,11.902083333333334,05:50,17:44,Batticaloa
2008,43,2008-10-20,2008-10-27,27.887500000000003,24.375,32.4375,28.475,210.10000000000005,210.10000000000005,17.6,46.4,63,11.925000000000002,05:56,17:51,Colombo
2008,43,2008-10-20,2008-10-27,29.3125,25.3875,33.962500000000006,29.137500000000003,102.2,102.2,22.8625,51.1,61,11.95,05:54,17:51,Galle
2008,43,2008-10-20,2008-10-27,27.825,24.125,32.075,28.2375,204.2,204.2,16.95,47.5,63,11.922916666666666,05:56,17:51,Gampaha
2008,43,2008-10-20,2008-10-27,29.287500000000005,25.35,32.8875,28.575,45.900000000000006,45.900000000000006,23.7375,54.4,51,11.94375,05:51,17:47,Hambantota
2008,43,2008-10-20,2008-10-27,27.9375,25.675,31.025,27.9,130.79999999999998,130.79999999999998,29.7875,58.0,61,11.84375,05:58,17:48,Jaffna
2008,43,2008-10-20,2008-10-27,27.8375,24.4,32.212500000000006,28.5125,210.10000000000005,210.10000000000005,17.6,46.4,63,11.927083333333334,05:56,17:51,Kaluthara
2008,43,2008-10-20,2008-10-27,25.6125,21.4125,28.7875,24.4625,87.1,87.1,15.0125,50.8,53,11.910416666666668,05:54,17:48,Kandy
2008,43,2008-10-20,2008-10-27,26.125,21.975,29.4625,25.0125,126.3,126.3,15.875000000000002,47.2,63,11.914583333333336,05:55,17:49,Kegalle
2008,43,2008-10-20,2008-10-27,28.4,24.95,31.775,27.425,57.6,57.6,25.85,54.7,53,11.854166666666666,05:56,17:47,Kilinochchi
2008,43,2008-10-20,2008-10-27,27.0125,23.0125,30.8125,26.1375,136.0,136.0,17.5125,50.4,53,11.908333333333337,05:55,17:49,Kurunegala
2008,43,2008-10-20,2008-10-27,27.8375,25.2875,30.5875,27.312500000000004,148.10000000000002,148.10000000000002,29.312500000000004,56.5,55,11.864583333333332,05:58,17:49,Mannar
2008,43,2008-10-20,2008-10-27,26.3625,22.187500000000004,29.625000000000004,25.525,23.0,23.0,17.387500000000003,64.1,51,11.910416666666668,05:54,17:48,Matale
2008,43,2008-10-20,2008-10-27,28.27500000000001,24.8875,32.787499999999994,28.25,102.2,102.2,22.8625,51.1,61,11.95,05:53,17:50,Matara
2008,43,2008-10-20,2008-10-27,29.4375,23.3,34.6875,26.725,51.6,51.6,12.825,46.4,55,11.920833333333334,05:50,17:46,Monaragala
2008,43,2008-10-20,2008-10-27,29.0,24.937500000000004,32.325,27.725,51.20000000000001,51.20000000000001,23.65,54.7,51,11.854166666666666,05:55,17:46,Mullaitivu
2008,43,2008-10-20,2008-10-27,20.224999999999994,15.475,21.55,15.925,88.9,88.9,13.4125,57.6,55,11.925,05:53,17:48,NuwaraEliya
2008,43,2008-10-20,2008-10-27,30.1875,24.25,33.337500000000006,27.5125,31.1,31.1,20.5375,57.2,51,11.891666666666666,05:53,17:46,Polonnaruwa
2008,43,2008-10-20,2008-10-27,27.7625,24.825,32.075,28.6125,168.10000000000002,168.10000000000002,17.95,52.6,61,11.889583333333334,05:57,17:51,Puttalam
2008,43,2008-10-20,2008-10-27,27.3375,22.9125,32.25,27.3,157.8,157.8,15.4375,44.6,63,11.920833333333334,05:55,17:50,Ratnapura
2008,43,2008-10-20,2008-10-27,29.6375,25.2,32.8125,27.7125,40.2,40.2,24.1625,55.8,3,11.872916666666663,05:53,17:45,Trincomalee
2008,43,2008-10-20,2008-10-27,28.5,23.9625,31.950000000000003,27.225,69.8,69.8,20.775,56.2,51,11.872916666666663,05:55,17:47,Vavuniya
2008,44,2008-10-27,2008-11-03,30.075,23.6625,35.1375,27.8875,6.1000000000000005,6.1000000000000005,11.7125,28.8,51,11.870833333333332,05:50,17:42,Ampara
2008,44,2008-10-27,2008-11-03,30.775,22.2625,34.3375,25.9,0.7999999999999999,0.7999999999999999,12.3,44.6,3,11.835416666666664,05:56,17:46,Anuradhapura
2008,44,2008-10-27,2008-11-03,26.7125,18.9625,30.3,21.100000000000005,13.3,13.3,6.525,35.6,53,11.88125,05:52,17:45,Badulla
2008,44,2008-10-27,2008-11-03,30.412500000000005,24.175,35.1125,28.45,1.9,1.9,14.9875,28.8,51,11.858333333333333,05:50,17:42,Batticaloa
2008,44,2008-10-27,2008-11-03,29.6875,22.6875,34.9875,26.6625,4.9,4.9,12.5875,38.5,1,11.883333333333333,05:57,17:50,Colombo
2008,44,2008-10-27,2008-11-03,30.275,24.5125,35.7125,28.575000000000003,3.5,3.5,15.0875,46.8,1,11.908333333333337,05:55,17:49,Galle
2008,44,2008-10-27,2008-11-03,29.8375,22.575000000000003,35.15,26.6875,5.6,5.6,11.025,38.5,1,11.877083333333337,05:57,17:49,Gampaha
2008,44,2008-10-27,2008-11-03,29.637500000000003,23.9625,35.2,28.0625,2.9,2.9,11.525,45.0,51,11.908333333333331,05:51,17:45,Hambantota
2008,44,2008-10-27,2008-11-03,28.875,25.0875,33.8625,28.275,1.6,1.6,13.8625,34.9,1,11.789583333333333,05:59,17:46,Jaffna
2008,44,2008-10-27,2008-11-03,29.225,23.425,34.475,27.5125,4.9,4.9,12.5875,38.5,1,11.89375,05:56,17:49,Kaluthara
2008,44,2008-10-27,2008-11-03,27.1125,19.7875,30.7375,22.6875,3.9,3.9,10.175,42.5,1,11.870833333333332,05:54,17:46,Kandy
2008,44,2008-10-27,2008-11-03,28.3875,20.35,32.6,23.2,7.5,7.5,9.1,40.0,1,11.872916666666669,05:55,17:48,Kegalle
2008,44,2008-10-27,2008-11-03,29.725,23.525,33.725,26.925,0.5,0.5,13.825,34.6,1,11.8,05:57,17:45,Kilinochchi
2008,44,2008-10-27,2008-11-03,29.625000000000004,21.2875,34.325,24.6625,5.5,5.5,9.4875,43.6,1,11.8625,05:55,17:47,Kurunegala
2008,44,2008-10-27,2008-11-03,29.025,24.0125,33.85,27.5125,3.6,3.6,14.65,38.9,1,11.814583333333331,05:58,17:47,Mannar
2008,44,2008-10-27,2008-11-03,28.237500000000004,20.3,31.849999999999994,23.175,4.1,4.1,10.275,57.2,51,11.864583333333332,05:54,17:46,Matale
2008,44,2008-10-27,2008-11-03,29.35,24.1625,34.6625,28.2375,3.5,3.5,15.0875,46.8,1,11.916666666666668,05:53,17:48,Matara
2008,44,2008-10-27,2008-11-03,29.825,20.875,35.087500000000006,24.2125,10.3,10.3,7.824999999999999,25.2,1,11.885416666666668,05:51,17:44,Monaragala
2008,44,2008-10-27,2008-11-03,29.625,23.687500000000004,33.650000000000006,27.3875,0.8,0.8,13.775,35.6,1,11.80625,05:55,17:44,Mullaitivu
2008,44,2008-10-27,2008-11-03,20.5125,13.9625,21.875,14.725,7.2,7.2,8.424999999999999,47.5,3,11.88125,05:53,17:46,NuwaraEliya
2008,44,2008-10-27,2008-11-03,31.7375,22.562500000000004,34.825,25.8875,0.4,0.4,12.6125,45.4,1,11.847916666666666,05:53,17:44,Polonnaruwa
2008,44,2008-10-27,2008-11-03,29.4625,23.775,35.175000000000004,28.125,5.0,5.0,11.55,43.6,3,11.84375,05:58,17:49,Puttalam
2008,44,2008-10-27,2008-11-03,28.8875,20.675000000000004,33.85,23.9875,5.9,5.9,12.05,40.3,1,11.889583333333334,05:55,17:48,Ratnapura
2008,44,2008-10-27,2008-11-03,29.875,24.525,33.9625,28.0125,0.0,0.0,17.287499999999998,38.5,1,11.82708333333333,05:53,17:43,Trincomalee
2008,44,2008-10-27,2008-11-03,30.525,21.8625,33.962500000000006,25.3625,0.6,0.6,12.312500000000002,41.8,2,11.822916666666666,05:56,17:45,Vavuniya
2008,45,2008-11-03,2008-11-10,29.7125,23.6125,34.675,27.825,14.7,14.7,13.6125,38.5,51,11.83125,05:51,17:41,Ampara
2008,45,2008-11-03,2008-11-10,31.025,22.325,34.85000000000001,26.15,8.9,8.9,11.825,34.9,2,11.791666666666666,05:57,17:45,Anuradhapura
2008,45,2008-11-03,2008-11-10,26.8875,19.3625,30.125,22.0375,20.6,20.6,5.4125000000000005,32.4,51,11.841666666666669,05:53,17:44,Badulla
2008,45,2008-11-03,2008-11-10,29.612500000000004,24.1125,34.4375,28.5875,28.1,28.1,15.925,32.0,1,11.816666666666665,05:52,17:41,Batticaloa
2008,45,2008-11-03,2008-11-10,30.425,22.775,35.7875,26.750000000000004,14.9,14.9,11.175,33.1,0,11.845833333333331,05:58,17:49,Colombo
2008,45,2008-11-03,2008-11-10,29.925,24.25,36.837500000000006,28.975,48.8,48.8,8.7125,25.2,51,11.879166666666666,05:55,17:48,Galle
2008,45,2008-11-03,2008-11-10,30.6,22.7,35.625,26.85,10.3,10.3,11.2,35.3,1,11.839583333333334,05:58,17:48,Gampaha
2008,45,2008-11-03,2008-11-10,29.5875,24.1,35.4625,29.000000000000004,9.3,9.3,8.149999999999999,25.2,51,11.877083333333337,05:52,17:45,Hambantota
2008,45,2008-11-03,2008-11-10,28.775,25.425,33.1625,28.3375,4.9,4.9,19.375,38.9,0,11.7375,06:01,17:45,Jaffna
2008,45,2008-11-03,2008-11-10,29.8,23.475,35.35,27.6625,14.9,14.9,11.175,33.1,0,11.860416666666666,05:57,17:49,Kaluthara
2008,45,2008-11-03,2008-11-10,28.1875,19.975,31.6625,22.7875,17.2,17.2,9.8125,34.6,1,11.833333333333332,05:55,17:45,Kandy
2008,45,2008-11-03,2008-11-10,29.2125,20.512500000000003,33.0875,23.625,13.9,13.9,9.9375,33.8,1,11.835416666666664,05:56,17:47,Kegalle
2008,45,2008-11-03,2008-11-10,29.5875,23.825000000000003,33.5875,27.225,9.1,9.1,16.5,37.1,51,11.75,05:59,17:44,Kilinochchi
2008,45,2008-11-03,2008-11-10,30.6375,21.575,35.10000000000001,25.2375,17.0,17.0,10.55,36.0,1,11.822916666666664,05:57,17:46,Kurunegala
2008,45,2008-11-03,2008-11-10,29.3125,24.3375,33.55,27.775,4.0,4.0,17.912499999999998,33.5,1,11.766666666666666,06:00,17:46,Mannar
2008,45,2008-11-03,2008-11-10,29.3375,20.5625,32.975,23.675,17.2,17.2,8.424999999999999,34.2,3,11.822916666666666,05:56,17:45,Matale
2008,45,2008-11-03,2008-11-10,29.162500000000005,23.8375,35.9625,28.525,48.8,48.8,8.7125,25.2,51,11.883333333333336,05:54,17:47,Matara
2008,45,2008-11-03,2008-11-10,29.975,21.45,34.825,25.05,12.9,12.9,9.7375,36.0,1,11.847916666666666,05:52,17:43,Monaragala
2008,45,2008-11-03,2008-11-10,29.1,24.250000000000004,33.475,27.775,12.5,12.5,14.925,36.7,0,11.752083333333331,05:57,17:42,Mullaitivu
2008,45,2008-11-03,2008-11-10,20.975,14.1125,22.4125,15.025000000000002,17.299999999999997,17.299999999999997,6.750000000000001,33.1,51,11.845833333333331,05:54,17:45,NuwaraEliya
2008,45,2008-11-03,2008-11-10,31.700000000000003,22.9,35.3375,27.1625,14.5,14.5,12.875000000000002,32.4,1,11.808333333333332,05:54,17:43,Polonnaruwa
2008,45,2008-11-03,2008-11-10,29.700000000000003,23.7125,34.95,27.75,8.3,8.3,12.5625,36.7,0,11.802083333333332,05:59,17:47,Puttalam
2008,45,2008-11-03,2008-11-10,29.5875,20.9875,35.2375,24.45,35.400000000000006,35.400000000000006,8.325,27.7,1,11.854166666666666,05:56,17:47,Ratnapura
2008,45,2008-11-03,2008-11-10,29.025,24.3875,33.724999999999994,28.637500000000003,24.3,24.3,15.525,34.2,0,11.779166666666669,05:55,17:41,Trincomalee
2008,45,2008-11-03,2008-11-10,30.6625,22.05,34.2875,25.8875,8.3,8.3,12.7,36.0,1,11.775,05:57,17:44,Vavuniya
2008,46,2008-11-10,2008-11-17,28.6875,23.7,33.275,27.7,42.7,42.7,14.375,41.8,61,11.797916666666666,05:53,17:41,Ampara
2008,46,2008-11-10,2008-11-17,29.0,23.1875,32.925,27.3,28.6,28.6,12.8625,34.9,51,11.75625,05:59,17:45,Anuradhapura
2008,46,2008-11-10,2008-11-17,25.9875,19.487500000000004,30.012500000000003,22.1375,159.6,159.6,5.9625,32.4,63,11.80625,05:55,17:44,Badulla
2008,46,2008-11-10,2008-11-17,28.562500000000004,23.8125,32.95,27.5,90.3,90.3,17.9,37.1,61,11.785416666666666,05:53,17:41,Batticaloa
2008,46,2008-11-10,2008-11-17,29.5,23.5875,34.4,27.925000000000004,30.199999999999992,30.199999999999992,14.325,42.8,51,11.818749999999998,05:59,17:49,Colombo
2008,46,2008-11-10,2008-11-17,29.6875,25.025,35.2625,29.3875,43.4,43.4,15.8625,38.2,51,11.847916666666665,05:57,17:48,Galle
2008,46,2008-11-10,2008-11-17,29.375,23.375000000000004,34.15,27.7625,28.1,28.1,14.224999999999998,42.8,51,11.802083333333332,05:59,17:48,Gampaha
2008,46,2008-11-10,2008-11-17,29.725,24.3375,35.3,29.2875,46.49999999999999,46.49999999999999,11.3375,31.0,2,11.85,05:54,17:45,Hambantota
2008,46,2008-11-10,2008-11-17,28.1875,25.7125,32.087500000000006,28.3625,34.7,34.7,24.7875,42.8,51,11.687500000000002,06:03,17:44,Jaffna
2008,46,2008-11-10,2008-11-17,29.1875,23.8875,33.8875,28.1125,30.199999999999992,30.199999999999992,14.325,42.8,51,11.833333333333332,05:59,17:49,Kaluthara
2008,46,2008-11-10,2008-11-17,26.550000000000004,20.225,30.325,23.5,34.0,34.0,10.2125,35.6,51,11.791666666666666,05:57,17:45,Kandy
2008,46,2008-11-10,2008-11-17,27.7875,21.1875,31.750000000000004,24.450000000000003,32.1,32.1,12.0875,37.4,53,11.8,05:58,17:46,Kegalle
2008,46,2008-11-10,2008-11-17,28.4625,24.35,32.6,27.9,70.5,70.5,19.925,42.5,1,11.702083333333334,06:01,17:43,Kilinochchi
2008,46,2008-11-10,2008-11-17,28.7875,21.95,33.3375,25.8125,36.2,36.2,12.250000000000002,36.0,51,11.785416666666666,05:58,17:46,Kurunegala
2008,46,2008-11-10,2008-11-17,28.2125,25.1875,32.075,28.225,45.2,45.2,20.475,39.2,51,11.725,06:02,17:46,Mannar
2008,46,2008-11-10,2008-11-17,27.4,20.85,31.5,24.2625,53.60000000000001,53.60000000000001,9.3,37.4,63,11.785416666666666,05:57,17:45,Matale
2008,46,2008-11-10,2008-11-17,29.0375,24.65,34.4625,28.85,43.4,43.4,15.8625,38.2,51,11.854166666666666,05:56,17:47,Matara
2008,46,2008-11-10,2008-11-17,29.3625,21.575000000000003,33.9375,25.0,27.5,27.5,11.525000000000002,40.3,61,11.816666666666665,05:54,17:43,Monaragala
2008,46,2008-11-10,2008-11-17,28.225,24.187500000000004,32.6,27.862500000000004,99.3,99.3,17.937500000000004,41.4,63,11.708333333333334,05:59,17:42,Mullaitivu
2008,46,2008-11-10,2008-11-17,20.4875,14.65,22.075,15.625000000000004,59.400000000000006,59.400000000000006,7.462499999999999,33.1,51,11.80625,05:56,17:45,NuwaraEliya
2008,46,2008-11-10,2008-11-17,29.7,23.025,33.7625,27.0375,37.0,37.0,11.4,37.1,3,11.76875,05:56,17:43,Polonnaruwa
2008,46,2008-11-10,2008-11-17,28.6625,24.7125,33.550000000000004,29.3625,24.8,24.8,13.675,40.3,51,11.75625,06:01,17:47,Puttalam
2008,46,2008-11-10,2008-11-17,28.6375,22.0,33.675,25.775,52.20000000000001,52.20000000000001,11.525,36.7,63,11.816666666666665,05:58,17:47,Ratnapura
2008,46,2008-11-10,2008-11-17,28.3875,24.4,32.7,28.0875,92.6,92.6,17.2625,40.0,51,11.73125,05:57,17:41,Trincomalee
2008,46,2008-11-10,2008-11-17,28.5375,23.037500000000005,32.6875,27.025,52.1,52.1,13.1375,36.0,2,11.735416666666667,05:59,17:44,Vavuniya
2008,47,2008-11-17,2008-11-24,27.6875,23.9375,32.8375,28.6625,89.49999999999999,89.49999999999999,11.6125,41.0,61,11.764583333333334,05:55,17:41,Ampara
2008,47,2008-11-17,2008-11-24,28.2375,23.625,32.9875,28.025,121.9,121.9,12.45,35.6,61,11.714583333333334,06:02,17:45,Anuradhapura
2008,47,2008-11-17,2008-11-24,24.8125,20.1625,28.675,23.1875,67.4,67.4,7.600000000000001,36.7,61,11.779166666666669,05:57,17:44,Badulla
2008,47,2008-11-17,2008-11-24,27.8,24.175,33.25,28.8875,111.29999999999998,111.29999999999998,12.95,31.7,61,11.745833333333334,05:56,17:41,Batticaloa
2008,47,2008-11-17,2008-11-24,28.950000000000003,23.725,34.45,28.45,159.9,159.9,9.35,33.1,63,11.783333333333331,06:02,17:49,Colombo
2008,47,2008-11-17,2008-11-24,29.2875,24.7375,35.5,29.575,76.3,76.3,11.95,49.0,63,11.827083333333333,05:59,17:49,Galle
2008,47,2008-11-17,2008-11-24,28.975,23.6625,34.725,28.4375,113.4,113.4,8.4125,29.9,61,11.775,06:02,17:48,Gampaha
2008,47,2008-11-17,2008-11-24,28.5125,24.3375,34.2625,29.15,46.9,46.9,12.2375,40.7,63,11.820833333333333,05:56,17:45,Hambantota
2008,47,2008-11-17,2008-11-24,27.325,25.275,31.3,27.6625,269.1,269.1,27.1,64.1,63,11.65,06:05,17:44,Jaffna
