District,Number_of_Cases,Week_Start_Date,Month,Year,Week,Week_End_Date,Avg Max Temp (°C),Avg Min Temp (°C),Avg Apparent Max Temp (°C),Avg Apparent Min Temp (°C),Total Precipitation (mm),Total Rain (mm),Avg Wind Speed (km/h),Max Wind Gusts (km/h),Weather Code,Avg Daylight Duration (hours),Avg Sunrise Time,Avg Sunset Time
Galle,8,2011-12-05,12,2011,49,2011-12-12,30.325,24.7125,37.3375,29.725,37,37,9.275,34.9,61,11.78125,367,1073
Galle,9,2011-12-12,12,2011,50,2011-12-19,28.7625,24.7,34.7125,28.9625,128.1,128.1,13.4,35.6,63,11.775,370,1077
Galle,25,2011-12-19,12,2011,51,2011-12-26,28.2625,24.35,33.5875,28.5875,93.4,93.4,13.425,44.3,63,11.7729166666667,374,1080
Galle,24,2011-12-26,12,2011,52,2012-01-02,29.525,22.85,33.5375,25.625,0.4,0.4,16.05,45.4,1,11.76875,377,1083
Galle,26,2012-01-02,1,2012,1,2012-01-09,30.15,23.7375,35.9875,28.0375,25.6,25.6,12.2375,38.5,63,11.78125,380,1087
Galle,20,2012-01-09,1,2012,2,2012-01-16,30.1125,23.6375,36.225,27.9125,9.2,9.2,10.525,29.2,3,11.7958333333333,382,1090
Galle,17,2012-01-16,1,2012,3,2012-01-23,29.3625,23.1875,35.3625,27.1375,18.9,18.9,8.75,29.2,53,11.8166666666667,384,1093
Galle,17,2012-01-23,1,2012,4,2012-01-30,29.7,23.7375,36.55,27.7875,12.5,12.5,10,21.6,51,11.8395833333333,385,1096
Galle,14,2012-01-30,1,2012,5,2012-02-06,30.6375,23.75,36.9875,27.85,39.4,39.4,10.2625,31,51,11.8708333333333,386,1098
Galle,31,2012-02-06,2,2012,6,2012-02-13,30,24.35,35.75,28.5125,25.3,25.3,13.925,41.4,1,11.9020833333333,385,1099
Galle,20,2012-02-13,2,2012,7,2012-02-20,30.625,24.3,36.5,28.525,55.9,55.9,11.775,30.2,51,11.9375,384,1100
Galle,16,2012-02-20,2,2012,8,2012-02-27,31.2,23.9125,37.4,27.9875,20.8,20.8,10.425,29.5,3,11.9708333333333,382,1101
Galle,39,2012-02-27,2,2012,9,2012-03-05,30.2875,25.2125,37.5,30.4125,52.2,52.2,11.4,29.5,53,12.0083333333333,380,1101
Galle,22,2012-03-05,3,2012,10,2012-03-12,30.4375,25.1625,36.7375,29.9625,37.1,37.1,14.7875,46.8,61,12.05,377,1100
Galle,23,2012-03-12,3,2012,11,2012-03-19,30.2625,24.825,37.7,29.9625,33,33,9.675,31,53,12.0875,374,1099
Galle,12,2012-03-19,3,2012,12,2012-03-26,30.4,24.5375,37.55,29.2,15.1,15.1,10.85,32,53,12.125,371,1099
Galle,21,2012-03-26,3,2012,13,2012-04-02,30.5,24.9,38.0125,29.975,23.3,23.3,11.4125,34.6,51,12.16875,368,1098
Galle,16,2012-04-02,4,2012,14,2012-04-09,30.5375,25.075,37.7,30.2125,43.5,43.5,12.65,32.4,63,12.2041666666667,364,1097
Galle,10,2012-04-09,4,2012,15,2012-04-16,30.1875,24.925,37.2375,29.8875,69.1,69.1,11.9,31,63,12.24375,361,1096
Galle,27,2012-04-16,4,2012,16,2012-04-23,30.4,25.25,37,29.775,83.1,83.1,15.075,37.8,63,12.28125,359,1096
Galle,8,2012-04-23,4,2012,17,2012-04-30,29.625,25.4625,35.2,29.9125,68.8,68.8,19.6875,44.6,63,12.31875,356,1096
Galle,1,2012-04-30,4,2012,18,2012-05-07,30.9125,26.4125,35.475,30.2,6.9,6.9,22.0875,51.1,2,12.35,355,1096
Galle,0,2012-05-07,5,2012,19,2012-05-14,31.025,26.425,36.1,30.825,3.2,3.2,20.2,43.6,51,12.3791666666667,353,1096
Galle,1,2012-05-14,5,2012,20,2012-05-21,31.15,26.4875,35.9625,30.3125,13.4,13.4,22.775,48.6,51,12.4041666666667,353,1097
Galle,0,2012-05-21,5,2012,21,2012-05-28,29.275,25.85,34.0125,29.3875,56.6,56.6,24.8,53.3,61,12.425,353,1098
Galle,0,2012-05-28,5,2012,22,2012-06-04,29.25,26.0625,33.8625,29.625,42.1,42.1,24.7875,53.6,53,12.4479166666667,353,1099
Galle,0,2012-06-04,6,2012,23,2012-06-11,29.15,26.1625,33.825,29.6625,45.2,45.2,25.3,53.6,51,12.4645833333333,353,1101
Galle,2,2012-06-11,6,2012,24,2012-06-18,28.925,25.825,33.4875,29.25,36.7,36.7,23.2875,49.7,51,12.4729166666667,354,1103
Galle,0,2012-06-18,6,2012,25,2012-06-25,28.6625,25.7125,33.575,29.0375,25,25,21.375,48.2,51,12.4708333333333,356,1104
Galle,0,2012-06-25,6,2012,26,2012-07-02,28.7,25.05,33.2,28.3375,42.8,42.8,22.7,51.5,55,12.4708333333333,357,1106
Galle,7,2012-07-02,7,2012,27,2012-07-09,28.625,25.2,32.75,27.5875,63.7,63.7,26.2375,56.9,53,12.4583333333333,359,1107
Galle,0,2012-07-09,7,2012,28,2012-07-16,29.4125,25.7875,33.05,28.6,30.3,30.3,26.075,58.7,2,12.4520833333333,360,1107
Galle,0,2012-07-16,7,2012,29,2012-07-23,29.2875,25.9,33.5625,29.3875,17.4,17.4,24.0375,58,51,12.43125,362,1107
Galle,5,2012-07-23,7,2012,30,2012-07-30,29.25,25.8875,33.675,29.2375,18.4,18.4,25.4125,54.7,51,12.4,363,1107
Galle,39,2012-07-30,7,2012,31,2012-08-06,29.3625,25.825,34.05,29.525,15.3,15.3,21.9375,46.1,51,12.3708333333333,363,1105
Galle,21,2012-08-06,8,2012,32,2012-08-13,28.8375,24.9625,34.25,28.9,37.8,37.8,18.7125,45.4,61,12.3354166666667,364,1104
Galle,32,2012-08-13,8,2012,33,2012-08-20,29.25,25.2125,34.225,28.575,34.4,34.4,23.8875,64.8,61,12.3104166666667,363,1101
Galle,34,2012-08-20,8,2012,34,2012-08-27,28.525,24.925,33.8875,28.6375,66.1,66.1,20.125,54.7,53,12.2729166666667,362,1099
Galle,25,2012-08-27,8,2012,35,2012-09-03,28.3125,24.95,33.25,28.6125,86,86,20.5375,52.9,61,12.2375,361,1096
Galle,24,2012-09-03,9,2012,36,2012-09-10,28.475,25.2375,33.05,29.1125,77.7,77.7,21.2125,55.8,63,12.1979166666667,360,1092
Galle,17,2012-09-10,9,2012,37,2012-09-17,29.35,25.6625,34.7125,29.65,45.9,45.9,20.7375,55.8,53,12.1583333333333,359,1089
Galle,6,2012-09-17,9,2012,38,2012-09-24,28.575,24.8,34.0125,28.6,103,103,18.0375,42.1,63,12.1229166666667,358,1085
Galle,8,2012-09-24,9,2012,39,2012-10-01,29.925,25.5625,34.525,28.8,31.5,31.5,23.0625,50,51,12.0854166666667,356,1081
Galle,10,2012-10-01,10,2012,40,2012-10-08,29.775,25.375,35.975,29.8875,9.1,9.1,17.4875,39.6,1,12.0458333333333,355,1078
Galle,18,2012-10-08,10,2012,41,2012-10-15,29.4875,24.7875,36.0125,29.525,85.1,85.1,14.3875,33.5,63,12.00625,355,1075
Galle,13,2012-10-15,10,2012,42,2012-10-22,29.125,24.5,35.075,28.975,85.7,85.7,12.9,33.8,61,11.975,354,1072
Galle,9,2012-10-22,10,2012,43,2012-10-29,28.7875,24.8125,34.7125,29.2125,176.8,176.8,15.4125,59,61,11.9354166666667,354,1070
Galle,7,2012-10-29,10,2012,44,2012-11-05,28.5375,25.025,33.2375,28.2375,145.1,145.1,22.1375,60.1,61,11.9020833333333,355,1069
Galle,17,2012-11-05,11,2012,45,2012-11-12,29.35,24.5875,36,29.55,112.6,112.6,11.0375,32.4,63,11.8666666666667,356,1068
Galle,9,2012-11-12,11,2012,46,2012-11-19,29.8125,24.7625,36.5375,29.4,92.2,92.2,11.9875,47.5,63,11.84375,358,1068
Galle,20,2012-11-19,11,2012,47,2012-11-26,30.3125,24.8375,37.3375,30.0875,75.4,75.4,9.75,30.2,53,11.8166666666667,360,1069
Galle,10,2012-11-26,11,2012,48,2012-12-03,29.6625,24.5625,35.875,29.5125,40.9,40.9,11.975,30.2,51,11.7958333333333,363,1071
Galle,19,2012-12-03,12,2012,49,2012-12-10,29.55,24.975,34.5625,29.1625,25.9,25.9,14.425,43.9,53,11.78125,366,1073
Galle,10,2012-12-10,12,2012,50,2012-12-17,29.3875,23.8875,34.825,27.95,40.5,40.5,11.2,42.5,51,11.7729166666667,370,1076
Galle,8,2012-12-17,12,2012,51,2012-12-24,28.5375,24.4125,33.5625,28.675,82.3,82.3,16.3625,46.1,63,11.7666666666667,373,1079
Galle,6,2012-12-24,12,2012,52,2012-12-31,29.625,25.0125,36.2125,30.225,41.7,41.7,10.8875,37.4,61,11.7708333333333,376,1083
Galle,13,2012-12-31,12,2012,1,2013-01-07,28.625,24.825,34.375,30.075,97.5,97.5,10.025,27,51,11.7770833333333,379,1086
Galle,12,2013-01-07,1,2013,2,2013-01-14,28.9375,24.275,34.8875,28.65,50.5,50.5,12.9375,39.2,51,11.79375,382,1090
Galle,17,2013-01-14,1,2013,3,2013-01-21,30.3625,23,36.35,26.2875,3.2,3.2,11.475,28.8,51,11.8166666666667,384,1093
Galle,4,2013-01-21,1,2013,4,2013-01-28,29.7125,24.2,36.625,28.55,17.4,17.4,12.1375,29.2,51,11.8375,385,1095
Galle,4,2013-01-28,1,2013,5,2013-02-04,30.6375,23.675,37.175,27.6375,5.9,5.9,10.7625,26.3,51,11.8666666666667,386,1098
Galle,8,2013-02-04,2,2013,6,2013-02-11,29.9875,24.525,36.7875,29.225,44.8,44.8,11.025,38.9,61,11.8958333333333,385,1099
Galle,6,2013-02-11,2,2013,7,2013-02-18,29.225,24.625,34.9375,28.85,56.5,56.5,15.75,51.1,61,11.9333333333333,384,1100
Galle,15,2013-02-18,2,2013,8,2013-02-25,30.5,24.425,37.7375,29.325,21.4,21.4,8.3,25.6,51,11.9645833333333,383,1101
Galle,27,2013-02-25,2,2013,9,2013-03-04,29.975,24.8875,37.4,30.0375,50.1,50.1,9.175,31,51,12.0020833333333,380,1101
Galle,20,2013-03-04,3,2013,10,2013-03-11,30.975,25.4125,36.75,29.95,28,28,15.8,41,51,12.0416666666667,378,1100
Galle,10,2013-03-11,3,2013,11,2013-03-18,31.6375,25.525,38.95,30.7,23.2,23.2,10.45,33.5,61,12.0791666666667,375,1100
Galle,15,2013-03-18,3,2013,12,2013-03-25,31.175,25.2125,38.8375,30.1,67.8,67.8,11.275,32,51,12.11875,372,1099
Galle,8,2013-03-25,3,2013,13,2013-04-01,31.025,25.8625,38.9,31.425,57.3,57.3,8.5625,28.4,61,12.1604166666667,368,1098
Galle,17,2013-04-01,4,2013,14,2013-04-08,31.6625,26.7,39.0125,32.4875,17.6,17.6,13.0125,36,51,12.1979166666667,365,1097
Galle,10,2013-04-08,4,2013,15,2013-04-15,30.9125,25.9625,38.3625,31.5125,32.3,32.3,12.6625,34.6,51,12.2354166666667,362,1096
Galle,5,2013-04-15,4,2013,16,2013-04-22,31.425,26.7125,38.225,31.8125,14.4,14.4,17.0625,40.7,51,12.2729166666667,359,1096
Galle,22,2013-04-22,4,2013,17,2013-04-29,31.025,26.15,38.3125,31.725,36.7,36.7,12.2375,36.4,61,12.3145833333333,357,1096
Galle,12,2013-04-29,4,2013,18,2013-05-06,29.8,26.0125,36.1625,30.7625,104.2,104.2,16.1375,43.6,63,12.3458333333333,355,1096
Galle,18,2013-05-06,5,2013,19,2013-05-13,30.4375,26.75,35.35,30.8625,38.6,38.6,23.325,50.8,51,12.375,353,1096
Galle,11,2013-05-13,5,2013,20,2013-05-20,29.875,26.2625,34.8375,29.9875,53.6,53.6,24.3,57.6,51,12.4020833333333,353,1097
Galle,9,2013-05-20,5,2013,21,2013-05-27,29.4625,25.925,34.275,29.475,64.6,64.6,24.1125,54.4,51,12.4208333333333,353,1098
Galle,17,2013-05-27,5,2013,22,2013-06-03,28.6,25.575,32.9875,28.7,92,92,25.2375,67.3,63,12.4416666666667,353,1099
Galle,13,2013-06-03,6,2013,23,2013-06-10,28.95,25.5,32.9375,27.925,68.7,68.7,28.3875,67.3,61,12.4625,353,1101
Galle,25,2013-06-10,6,2013,24,2013-06-17,28.45,25.475,32.3625,28.0375,56,56,27.2,69.1,53,12.4708333333333,354,1102
Galle,30,2013-06-17,6,2013,25,2013-06-24,28.4625,25.6375,32.15,28.25,35.7,35.7,27.25,64.8,53,12.4770833333333,355,1104
Galle,12,2013-06-24,6,2013,26,2013-07-01,28.775,25.0125,33.7875,28.65,47.3,47.3,20.8875,57.2,53,12.4708333333333,357,1105
Galle,22,2013-07-01,7,2013,27,2013-07-08,28.475,25.45,32.125,28.1875,25.2,25.2,26.7875,62.6,53,12.4604166666667,359,1106
Galle,18,2013-07-08,7,2013,28,2013-07-15,28.4875,25.7,31.9625,28.6125,21,21,27.525,60.1,51,12.4520833333333,360,1107
Galle,8,2013-07-15,7,2013,29,2013-07-22,28.55,25.15,32.775,28.1375,38.4,38.4,23.9625,55.4,51,12.4375,361,1108
Galle,30,2013-07-22,7,2013,30,2013-07-29,28.0125,24.8625,32.4,28.3125,46,46,21.9,55.1,61,12.4041666666667,362,1107
Galle,9,2013-07-29,7,2013,31,2013-08-05,29.075,25.6625,32.475,27.875,32,32,29,70.6,53,12.3791666666667,363,1106
Galle,16,2013-08-05,8,2013,32,2013-08-12,28.4,25.5125,31.7125,27.9375,12.3,12.3,28.6125,70.6,51,12.3416666666667,364,1104
Galle,19,2013-08-12,8,2013,33,2013-08-19,28.2625,24.9625,33.35,28.7,9.3,9.3,22.675,51.1,51,12.31875,363,1102
Galle,9,2013-08-19,8,2013,34,2013-08-26,28.75,25.1125,33.4,28.55,26.5,26.5,24.075,52.6,51,12.2791666666667,363,1099
Galle,21,2013-08-26,8,2013,35,2013-09-02,29.625,24.975,35.0875,29.05,40.8,40.8,18.4625,52.6,51,12.2416666666667,362,1096
Galle,13,2013-09-02,9,2013,36,2013-09-09,28.4125,24.7375,32.9375,28.075,52,52,21.1,51.5,53,12.2083333333333,360,1093
Galle,16,2013-09-09,9,2013,37,2013-09-16,27.9375,25.1125,32.6375,27.8875,71.3,71.3,23.7125,51.5,53,12.16875,359,1089
Galle,24,2013-09-16,9,2013,38,2013-09-23,28.625,25.75,33.1375,29.025,32.9,32.9,24.8625,58.7,53,12.1270833333333,358,1086
Galle,16,2013-09-23,9,2013,39,2013-09-30,29.475,25.175,34.2375,29.4,12.3,12.3,21.9625,48.2,51,12.0916666666667,357,1082
Galle,17,2013-09-30,9,2013,40,2013-10-07,28.5875,24.7625,33.95,28.5,27.2,27.2,21.2,48.2,51,12.0520833333333,355,1079
Galle,4,2013-10-07,10,2013,41,2013-10-14,28.7375,25.2125,33.525,28.4125,26.9,26.9,23.225,53.6,53,12.0125,355,1075
Galle,3,2013-10-14,10,2013,42,2013-10-21,28.9,24.7375,33.9625,28.4125,73,73,22.7625,52.6,61,11.975,354,1073
Galle,6,2013-10-21,10,2013,43,2013-10-28,28.7375,24.825,34.4375,28.7375,50.2,50.2,19.2125,50.8,53,11.9416666666667,354,1071
Galle,1,2013-10-28,10,2013,44,2013-11-04,29.325,24.6375,35.5375,29.175,73.3,73.3,14.2375,40,63,11.90625,355,1069
Galle,13,2013-11-04,11,2013,45,2013-11-11,29.9125,24.5875,37.075,29.4,50.6,50.6,10.45,41.8,63,11.875,356,1068
Galle,14,2013-11-11,11,2013,46,2013-11-18,30.2,25.0375,35.875,29.3625,47.5,47.5,13.8625,49.7,51,11.8479166666667,357,1068
Galle,16,2013-11-18,11,2013,47,2013-11-25,29.8875,24.625,36.925,29.725,34.9,34.9,9.55,26.6,55,11.8229166666667,359,1069
Galle,10,2013-11-25,11,2013,48,2013-12-02,29.3625,24.775,35.7375,29.8375,49.1,49.1,9.7125,29.2,63,11.8020833333333,362,1070
Galle,10,2013-12-02,12,2013,49,2013-12-09,29.275,24.8875,33.9875,29,58.8,58.8,16.0375,54.4,63,11.7833333333333,366,1073
Galle,13,2013-12-09,12,2013,50,2013-12-16,29.225,24.225,34.725,28.625,32.2,32.2,11.825,34.6,53,11.7708333333333,369,1075
Galle,29,2013-12-16,12,2013,51,2013-12-23,29.5,24.475,35.3,28.875,15,15,10.2375,32,51,11.775,372,1079
Galle,27,2013-12-23,12,2013,52,2013-12-30,29.8,23.8625,35.575,27.575,17.1,17.1,12.1375,54.4,51,11.775,376,1082
Galle,17,2013-12-30,12,2013,1,2014-01-06,29.9875,24.2125,35.675,28.8375,10.1,10.1,11.875,36.7,51,11.7770833333333,379,1086
Galle,25,2014-01-06,1,2014,2,2014-01-13,30.3125,24.325,36.425,28.8125,15.8,15.8,12.8,36.7,51,11.79375,381,1089
Galle,19,2014-01-13,1,2014,3,2014-01-20,30.2375,24.1625,36.2125,28.825,20.5,20.5,10.475,27.4,51,11.8104166666667,384,1092
Galle,17,2014-01-20,1,2014,4,2014-01-27,31.1,23.775,36.0125,27.7625,6,6,12.9375,34.2,3,11.8333333333333,385,1095
Galle,18,2014-01-27,1,2014,5,2014-02-03,31.0375,24.1375,36.975,28.15,33.3,33.3,12.1625,35.3,63,11.8604166666667,386,1097
Galle,11,2014-02-03,2,2014,6,2014-02-10,31.1875,23.075,36.3375,25.9375,2.6,2.6,12.6875,30.6,2,11.8895833333333,386,1099
Galle,1,2014-02-10,2,2014,7,2014-02-17,31.0375,23.4875,36.9625,27.2,2.5,2.5,12.45,31.3,51,11.925,385,1100
Galle,1,2014-02-17,2,2014,8,2014-02-24,31.625,24.8125,37.2625,29.1875,24,24,12.95,46.1,51,11.9604166666667,383,1101
Galle,8,2014-02-24,2,2014,9,2014-03-03,31.8875,24.8,36.8375,27.9875,6.7,6.7,18.3875,46.1,51,11.9979166666667,381,1101
Galle,3,2014-03-03,3,2014,10,2014-03-10,32.5875,25.1,37.4625,28.3375,28.4,28.4,17.1,40.7,1,12.0375,378,1101
Galle,12,2014-03-10,3,2014,11,2014-03-17,33.125,24.5625,36.95,27.325,2.9,2.9,18.2125,46.1,1,12.0729166666667,375,1100
Galle,18,2014-03-17,3,2014,12,2014-03-24,31.8625,25.65,37.5375,30.325,20.8,20.8,14.775,49.7,51,12.1125,372,1099
Galle,3,2014-03-24,3,2014,13,2014-03-31,32.9625,25.3375,38.225,29.725,5.9,5.9,15.425,42.1,1,12.15,369,1098
Galle,6,2014-03-31,3,2014,14,2014-04-07,31.4,25.3625,37.75,30.15,39.8,39.8,14.875,42.5,53,12.1916666666667,366,1097
Galle,5,2014-04-07,4,2014,15,2014-04-14,31,25.6875,37.8125,30.7,22.8,22.8,15.425,38.5,61,12.23125,362,1096
Galle,2,2014-04-14,4,2014,16,2014-04-21,31.025,25.6625,38.2375,31.125,22.1,22.1,14.175,37.1,53,12.2645833333333,360,1096
Galle,8,2014-04-21,4,2014,17,2014-04-28,30.85,25.6875,38.225,31.2875,52.4,52.4,13.2,33.1,63,12.3083333333333,357,1096
Galle,11,2014-04-28,4,2014,18,2014-05-05,29.9,25.5,36.7875,30.7375,126.2,126.2,13.625,36.7,63,12.3416666666667,355,1096
Galle,13,2014-05-05,5,2014,19,2014-05-12,30.3,25.9,36.7,30.8625,117.4,117.4,15.4625,40,63,12.3666666666667,354,1096
Galle,7,2014-05-12,5,2014,20,2014-05-19,31.4875,27.0125,36.2875,31.2,7,7,22.4375,51.8,1,12.3979166666667,353,1096
Galle,20,2014-05-19,5,2014,21,2014-05-26,30.3875,26.4,35.9875,30.675,34.6,34.6,22.25,54.4,51,12.4166666666667,353,1098
Galle,11,2014-05-26,5,2014,22,2014-06-02,29.8125,26.0375,35.4375,30.3875,61.4,61.4,21.725,51.5,63,12.4395833333333,353,1099
Galle,15,2014-06-02,6,2014,23,2014-06-09,29.1875,26.375,33.675,29.975,44.4,44.4,26.15,58.3,53,12.4604166666667,353,1101
Galle,36,2014-06-09,6,2014,24,2014-06-16,29.7,26.9375,33.5125,30.45,18.1,18.1,28.1875,60.1,51,12.46875,354,1102
Galle,35,2014-06-16,6,2014,25,2014-06-23,29.725,26.8125,33.85,30.175,23.3,23.3,28.575,56.5,51,12.475,355,1104
Galle,36,2014-06-23,6,2014,26,2014-06-30,29.1625,25.9375,33.8625,29.3875,28.2,28.2,25.325,58.7,51,12.4729166666667,357,1105
Galle,37,2014-06-30,6,2014,27,2014-07-07,29.0875,25.8375,32.9875,28.7125,37.5,37.5,27.3,60.1,53,12.4645833333333,358,1106
Galle,33,2014-07-07,7,2014,28,2014-07-14,28.8375,26.05,32.1875,28.85,43.5,43.5,29,67.3,53,12.4520833333333,360,1107
Galle,46,2014-07-14,7,2014,29,2014-07-21,29.025,26.1125,33.225,29.5,18.1,18.1,26.425,56.2,51,12.4395833333333,361,1108
Galle,35,2014-07-21,7,2014,30,2014-07-28,29.025,26.1,32.9125,29.375,23.3,23.3,27.65,54.4,51,12.4104166666667,362,1107
Galle,8,2014-07-28,7,2014,31,2014-08-04,28.65,25.55,32.275,28.35,26.6,26.6,27.6,58,53,12.3875,363,1106
Galle,4,2014-08-04,8,2014,32,2014-08-11,28.3875,25.2875,32.275,28.3,31.5,31.5,25.1,58,51,12.3479166666667,364,1104
Galle,0,2014-08-11,8,2014,33,2014-08-18,28.0375,24.675,32.4125,27.75,63.5,63.5,23.625,50.4,61,12.3208333333333,363,1102
Galle,0,2014-08-18,8,2014,34,2014-08-25,28.1375,24.925,33.1125,28.85,54.5,54.5,20.45,53.6,61,12.2875,363,1100
Galle,0,2014-08-25,8,2014,35,2014-09-01,29.975,25.8125,34.7875,29.65,14.4,14.4,21.7875,46.1,2,12.25,362,1097
Galle,0,2014-09-01,9,2014,36,2014-09-08,28.675,24.675,33.875,28.3875,60.4,60.4,20.3,48.6,61,12.2125,361,1094
Galle,10,2014-09-08,9,2014,37,2014-09-15,28.65,25.2125,33.375,28.4625,52,52,23.2625,49.3,53,12.175,359,1090
Galle,3,2014-09-15,9,2014,38,2014-09-22,29.3375,25.4875,34.075,28.8,39.3,39.3,24.2375,51.5,51,12.1333333333333,358,1086
Galle,13,2014-09-22,9,2014,39,2014-09-29,29.65,24.9,36.0375,29.4125,60,60,16.7625,41.8,63,12.09375,357,1083
Galle,7,2014-09-29,9,2014,40,2014-10-06,29.4875,25.0375,35.6125,29.6375,72.6,72.6,16.0375,38.2,63,12.05625,356,1079
Galle,16,2014-10-06,10,2014,41,2014-10-13,29.1875,25.4125,34.35,28.8875,67.5,67.5,22.5875,50,61,12.0208333333333,355,1076
Galle,5,2014-10-13,10,2014,42,2014-10-20,29.2375,24.8375,35.3,29.0625,136.6,136.6,16.4375,45,63,11.9791666666667,354,1073
Galle,25,2014-10-20,10,2014,43,2014-10-27,29.7875,24.9,36.7625,29.8875,53.5,53.5,11.4375,33.8,63,11.95,354,1071
Galle,29,2014-10-27,10,2014,44,2014-11-03,28.5375,24.5875,33.85,28.5125,92.6,92.6,15.95,41.8,61,11.9104166666667,355,1069
Galle,11,2014-11-03,11,2014,45,2014-11-10,29.2625,24.9125,34.1625,28.825,34.3,34.3,17.5375,48.2,2,11.8833333333333,355,1068
Galle,20,2014-11-10,11,2014,46,2014-11-17,29.8,24.7875,36.35,29.6,116.3,116.3,12.15,36.7,63,11.8479166666667,357,1068
Galle,14,2014-11-17,11,2014,47,2014-11-24,28.8125,24.65,34.6,29.25,89.2,89.2,13.4875,42.8,63,11.8270833333333,359,1069
Galle,17,2014-11-24,11,2014,48,2014-12-01,28.4,24.6125,33.5125,28.6375,50.8,50.8,14.4375,47.5,61,11.8041666666667,362,1070
Galle,13,2014-12-01,12,2014,49,2014-12-08,29.1,24.7875,36.075,30.0875,40.4,40.4,8.2375,24.5,61,11.7854166666667,365,1072
Galle,13,2014-12-08,12,2014,50,2014-12-15,29.75,24.7375,35.8625,29.8375,51,51,10.25,30.6,63,11.7791666666667,368,1075
Galle,30,2014-12-15,12,2014,51,2014-12-22,28.5625,24.85,34.5,29.4875,125,125,11.8,46.1,63,11.775,372,1078
Galle,30,2014-12-22,12,2014,52,2014-12-29,26.8875,24.5,31.325,27.7,242.5,242.5,18.4,57.2,63,11.775,375,1082
Galle,25,2014-12-29,12,2014,1,2015-01-05,29.675,24.6125,35,28.9875,6.3,6.3,14.6875,57.2,51,11.7791666666667,378,1085
Galle,7,2015-01-05,1,2015,2,2015-01-12,29.1,24,35.325,28.7375,44.9,44.9,7.8,22.7,51,11.7916666666667,381,1089
Galle,33,2015-01-12,1,2015,3,2015-01-19,29.875,23.5375,35.75,27.9875,6.9,6.9,8.775,27,51,11.80625,383,1092
Galle,31,2015-01-19,1,2015,4,2015-01-26,30.5625,23.625,36.1875,27.725,11.8,11.8,10.725,32,51,11.8270833333333,385,1094
Galle,31,2015-01-26,1,2015,5,2015-02-02,30.3,24.4,35.8875,28.675,23.6,23.6,12.3875,34.2,51,11.8520833333333,386,1097
Galle,14,2015-02-02,2,2015,6,2015-02-09,30.2875,24.6625,35.675,28.7125,17.7,17.7,13.6875,40.7,53,11.8833333333333,386,1099
Galle,26,2015-02-09,2,2015,7,2015-02-16,30.375,24.3,36.6375,28.3875,37.6,37.6,10.8375,37.8,63,11.9166666666667,385,1100
Galle,24,2015-02-16,2,2015,8,2015-02-23,30.625,23,36.325,26.325,3.4,3.4,10.825,29.5,51,11.9541666666667,383,1101
Galle,18,2015-02-23,2,2015,9,2015-03-02,30.425,24.775,36.8,29.2,23.8,23.8,12.3625,33.5,51,11.9875,381,1101
Galle,19,2015-03-02,3,2015,10,2015-03-09,31.625,24.9875,38.0125,29.6,3.6,3.6,12.0125,31.3,51,12.0291666666667,379,1101
Galle,2,2015-03-09,3,2015,11,2015-03-16,30.6875,24.7375,36.1625,28.65,39.6,39.6,15.575,38.9,1,12.0645833333333,376,1100
Galle,0,2015-03-16,3,2015,12,2015-03-23,31.5625,24.825,38.05,29.1625,5.3,5.3,11.3875,38.2,1,12.10625,373,1099
Galle,0,2015-03-23,3,2015,13,2015-03-30,32.05,25.3875,38.6625,30.15,34.7,34.7,13.5625,37.1,63,12.14375,370,1098
Galle,1,2015-03-30,3,2015,14,2015-04-06,31.1625,25.65,38.675,30.875,42.6,42.6,12.825,33.1,63,12.1854166666667,366,1097
Galle,0,2015-04-06,4,2015,15,2015-04-13,31.0125,25.475,38.375,30.6125,56.2,56.2,11.275,33.5,61,12.2229166666667,363,1096
Galle,0,2015-04-13,4,2015,16,2015-04-20,31.225,25.1375,38.4875,30.2375,72.4,72.4,11.5875,35.3,63,12.25625,360,1096
Galle,0,2015-04-20,4,2015,17,2015-04-27,30.7875,25.5,37.55,30.475,73.8,73.8,12.7875,33.8,63,12.3,358,1096
Galle,0,2015-04-27,4,2015,18,2015-05-04,31,25.55,38.25,30.6375,52.8,52.8,12.1375,32.8,61,12.3354166666667,355,1096
Galle,0,2015-05-04,5,2015,19,2015-05-11,30.475,25.4375,36.9125,30.2875,72.4,72.4,17.0125,37.4,61,12.3604166666667,354,1096
Galle,0,2015-05-11,5,2015,20,2015-05-18,30.1875,26.325,36.925,31.4125,29.4,29.4,17.7,45,53,12.39375,353,1096
Galle,0,2015-05-18,5,2015,21,2015-05-25,30.2375,26.2625,35.775,30.425,61.3,61.3,22.5125,52.9,63,12.4104166666667,353,1097
Galle,1,2015-05-25,5,2015,22,2015-06-01,30.525,26.8,36.3375,31.1875,43,43,23.1375,48.6,61,12.4354166666667,353,1099
Galle,1,2015-06-01,6,2015,23,2015-06-08,30.1875,26.475,35.75,31.3625,41.4,41.4,19.9375,48.6,51,12.4583333333333,353,1100
Galle,8,2015-06-08,6,2015,24,2015-06-15,30.4375,26.475,35.9,30.9125,19.6,19.6,21.7375,49.7,51,12.4666666666667,354,1102
Galle,1,2015-06-15,6,2015,25,2015-06-22,29.6375,26.3625,34.55,30.1875,29.9,29.9,23.425,54,51,12.4729166666667,355,1103
